OG0001122	riftia	.	.	.	RPACG00000004247.1	NO HIT
OG0017994	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0005903^cellular_component^brush border`GO:0042995^cellular_component^cell projection`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0001750^cellular_component^photoreceptor outer segment`GO:0042622^cellular_component^photoreceptor outer segment membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0032420^cellular_component^stereocilium`GO:0042805^molecular_function^actinin binding`GO:0045296^molecular_function^cadherin binding`GO:0015485^molecular_function^cholesterol binding`GO:0060219^biological_process^camera-type eye photoreceptor cell differentiation`GO:0072139^biological_process^glomerular parietal epithelial cell differentiation`GO:0072112^biological_process^glomerular visceral epithelial cell differentiation`GO:0045494^biological_process^photoreceptor cell maintenance`GO:2000768^biological_process^positive regulation of nephron tubule epithelial cell differentiation`GO:0010842^biological_process^retina layer formation`GO:0060042^biological_process^retina morphogenesis in camera-type eye	GO:0016324^cellular_component^apical plasma membrane`GO:0005903^cellular_component^brush border`GO:0042995^cellular_component^cell projection`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0001750^cellular_component^photoreceptor outer segment`GO:0042622^cellular_component^photoreceptor outer segment membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0032420^cellular_component^stereocilium`GO:0042805^molecular_function^actinin binding`GO:0045296^molecular_function^cadherin binding`GO:0015485^molecular_function^cholesterol binding`GO:0060219^biological_process^camera-type eye photoreceptor cell differentiation`GO:0072139^biological_process^glomerular parietal epithelial cell differentiation`GO:0072112^biological_process^glomerular visceral epithelial cell differentiation`GO:0045494^biological_process^photoreceptor cell maintenance`GO:2000768^biological_process^positive regulation of nephron tubule epithelial cell differentiation`GO:0010842^biological_process^retina layer formation`GO:0060042^biological_process^retina morphogenesis in camera-type eye	GO:0016021^cellular_component^integral component of membrane	RPACG00000030364.1	PROMININ PROM PROTEIN	K06532
OG0018001	riftia	GO:0005829^cellular_component^cytosol`GO:0022008^biological_process^neurogenesis`GO:0043687^biological_process^post-translational protein modification	GO:0005829^cellular_component^cytosol`GO:0022008^biological_process^neurogenesis`GO:0043687^biological_process^post-translational protein modification	GO:0005515^molecular_function^protein binding	RPACG00000024369.1	BTB/POZ DOMAIN-CONTAINING PROTEIN 3-LIKE PROTEIN	K10478
OG0018026	riftia	.	.	.	RPACG00000016923.1	NO HIT
OG0018028	riftia	.	.	.	RPACG00000007811.1	YALI0A06930P	
OG0018028	riftia	.	.	.	RPACG00000007813.1	PASIFLORA 1 ISOFORM A-RELATED	
OG0018199	riftia	GO:0005604^cellular_component^basement membrane`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0007411^biological_process^axon guidance`GO:0031104^biological_process^dendrite regeneration`GO:0008347^biological_process^glial cell migration`GO:0001764^biological_process^neuron migration`GO:0048678^biological_process^response to axon injury	GO:0005604^cellular_component^basement membrane`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0007411^biological_process^axon guidance`GO:0031104^biological_process^dendrite regeneration`GO:0008347^biological_process^glial cell migration`GO:0001764^biological_process^neuron migration`GO:0048678^biological_process^response to axon injury	.	RPACG00000013396.1	UNCHARACTERIZED	K06238
OG0018199	riftia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent	.	RPACG00000013398.1	UNCHARACTERIZED	K06238
OG0018199	riftia	GO:0005581^cellular_component^collagen trimer`GO:0005576^cellular_component^extracellular region`GO:0007155^biological_process^cell adhesion	GO:0005581^cellular_component^collagen trimer`GO:0005576^cellular_component^extracellular region`GO:0007155^biological_process^cell adhesion	.	RPACG00000013399.1	UNCHARACTERIZED	K06238
OG0018199	riftia	.	.	.	RPACG00000019231.1	COLLAGEN TYPE VI ALPHA 4A	
OG0019943	riftia	.	.	.	RPACG00000005114.1	NO HIT
OG0019964	riftia	GO:0005509^molecular_function^calcium ion binding	GO:0005509^molecular_function^calcium ion binding	GO:0005509^molecular_function^calcium ion binding	RPACG00000035344.1	NEURONAL CALCIUM SENSOR 2	K23847
OG0019966	riftia	.	.	.	RPACG00000024585.1	NO HIT
OG0019981	riftia	.	.	.	RPACG00000013442.1	SPERMATOGENESIS-ASSOCIATED PROTEIN 48	
OG0019982	riftia	GO:0016491^molecular_function^oxidoreductase activity`GO:0042742^biological_process^defense response to bacterium	GO:0016491^molecular_function^oxidoreductase activity`GO:0042742^biological_process^defense response to bacterium	GO:0016491^molecular_function^oxidoreductase activity`GO:0055114^biological_process^oxidation-reduction process	RPACG00000030876.1	PROTOPORPHYRINOGEN OXIDASE	
OG0019985	riftia	.	.	.	RPACG00000021380.1	FAMILY NOT NAMED	
OG0019991	riftia	.	.	.	RPACG00000006622.1	NO HIT
OG0019996							
OG0020006	riftia	.	.	.	RPACG00000005554.1	NO HIT
OG0020012	riftia	.	.	.	RPACG00000024543.1	NO HIT
OG0020024	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0007275^biological_process^multicellular organism development`GO:0007520^biological_process^myoblast fusion	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0007275^biological_process^multicellular organism development`GO:0007520^biological_process^myoblast fusion	.	RPACG00000034064.1	IP08657P-RELATED	
OG0020045	riftia	.	.	.	RPACG00000036608.1	NO HIT
OG0020050	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0004970^molecular_function^ionotropic glutamate receptor activity	GO:0016021^cellular_component^integral component of membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0004970^molecular_function^ionotropic glutamate receptor activity	GO:0004970^molecular_function^ionotropic glutamate receptor activity`GO:0016020^cellular_component^membrane	RPACG00000015371.1	IONOTROPIC RECEPTOR 20A-RELATED	K05313
OG0020050	riftia	GO:0098978^cellular_component^glutamatergic synapse`GO:0099061^cellular_component^integral component of postsynaptic density membrane`GO:0005886^cellular_component^plasma membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0008066^molecular_function^glutamate receptor activity`GO:0004970^molecular_function^ionotropic glutamate receptor activity`GO:0015276^molecular_function^ligand-gated ion channel activity`GO:0038023^molecular_function^signaling receptor activity`GO:1904315^molecular_function^transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential`GO:0050804^biological_process^modulation of chemical synaptic transmission`GO:0035176^biological_process^social behavior`GO:0035249^biological_process^synaptic transmission glutamatergic	GO:0098978^cellular_component^glutamatergic synapse`GO:0099061^cellular_component^integral component of postsynaptic density membrane`GO:0005886^cellular_component^plasma membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0008066^molecular_function^glutamate receptor activity`GO:0004970^molecular_function^ionotropic glutamate receptor activity`GO:0015276^molecular_function^ligand-gated ion channel activity`GO:0038023^molecular_function^signaling receptor activity`GO:1904315^molecular_function^transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential`GO:0050804^biological_process^modulation of chemical synaptic transmission`GO:0035176^biological_process^social behavior`GO:0035249^biological_process^synaptic transmission glutamatergic	GO:0004970^molecular_function^ionotropic glutamate receptor activity`GO:0016020^cellular_component^membrane	RPACG00000015374.2	SUBFAMILY NOT NAMED	K05313
OG0020058	riftia	GO:0005737^cellular_component^cytoplasm`GO:0016020^cellular_component^membrane`GO:0017083^molecular_function^4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase activity`GO:0042806^molecular_function^fucose binding`GO:0042802^molecular_function^identical protein binding`GO:0036065^biological_process^fucosylation`GO:0009103^biological_process^lipopolysaccharide biosynthetic process`GO:0006486^biological_process^protein glycosylation	GO:0005737^cellular_component^cytoplasm`GO:0016020^cellular_component^membrane`GO:0017083^molecular_function^4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase activity`GO:0042806^molecular_function^fucose binding`GO:0042802^molecular_function^identical protein binding`GO:0036065^biological_process^fucosylation`GO:0009103^biological_process^lipopolysaccharide biosynthetic process`GO:0006486^biological_process^protein glycosylation	GO:0005515^molecular_function^protein binding	RPACG00000009433.1	NEUROBLAST DIFFERENTIATION-ASSOCIATED PROTEIN AHNAK-LIKE PROTEIN	
OG0020058	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005615^cellular_component^extracellular space`GO:0005634^cellular_component^nucleus`GO:0042609^molecular_function^CD4 receptor binding`GO:0005125^molecular_function^cytokine activity`GO:0050930^biological_process^induction of positive chemotaxis`GO:0030595^biological_process^leukocyte chemotaxis	GO:0005737^cellular_component^cytoplasm`GO:0005615^cellular_component^extracellular space`GO:0005634^cellular_component^nucleus`GO:0042609^molecular_function^CD4 receptor binding`GO:0005125^molecular_function^cytokine activity`GO:0050930^biological_process^induction of positive chemotaxis`GO:0030595^biological_process^leukocyte chemotaxis	GO:0005515^molecular_function^protein binding	RPACG00000009436.1	BIG BANG ISOFORM C	
OG0020081	riftia	.	.	.	RPACG00000012324.1	NO HIT
OG0020122	riftia	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005794^cellular_component^Golgi apparatus`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0008376^molecular_function^acetylgalactosaminyltransferase activity`GO:0008375^molecular_function^acetylglucosaminyltransferase activity`GO:0008532^molecular_function^N-acetyllactosaminide beta-1 3-N-acetylglucosaminyltransferase activity`GO:0016758^molecular_function^transferase activity transferring hexosyl groups`GO:0008499^molecular_function^UDP-galactose:beta-N-acetylglucosamine beta-1 3-galactosyltransferase activity`GO:0030311^biological_process^poly-N-acetyllactosamine biosynthetic process`GO:0006486^biological_process^protein glycosylation	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005794^cellular_component^Golgi apparatus`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0008376^molecular_function^acetylgalactosaminyltransferase activity`GO:0008375^molecular_function^acetylglucosaminyltransferase activity`GO:0008532^molecular_function^N-acetyllactosaminide beta-1 3-N-acetylglucosaminyltransferase activity`GO:0016758^molecular_function^transferase activity transferring hexosyl groups`GO:0008499^molecular_function^UDP-galactose:beta-N-acetylglucosamine beta-1 3-galactosyltransferase activity`GO:0030311^biological_process^poly-N-acetyllactosamine biosynthetic process`GO:0006486^biological_process^protein glycosylation	GO:0008378^molecular_function^galactosyltransferase activity`GO:0006486^biological_process^protein glycosylation`GO:0016020^cellular_component^membrane	RPACG00000028823.1	BETA-1 3-GALACTOSYLTRANSFERASE BRN	K03877
