



CapteT149515
CapteT149543
CapteT149569
CapteT149571
CapteT149583
CapteT149599
CapteT1495	K09660
CapteT187482	K00670	
CapteT187483
CapteT187484
CapteT187485
CapteT187486
CapteT187487
CapteT187489
CapteT206463	K20123	
CapteT21356	
CapteT213562
CapteT213563
CapteT213564
CapteT213568
CapteT213569
CapteT213695
CapteT213697
CapteT213699
CapteT21369	K21798
K01596
K01783
K04233	
K06944
K07762
K08838	
K10434
K11128
K14389
K17286
K17352
K19765	
OG0000121							
OG0000121							
OG0000121	capitella			\tCapteT101426	K07190	
OG0011852	riftia	GO:0005737^cellular_component^cytoplasm`GO:0017017^molecular_function^MAP kinase tyrosine/serine/threonine phosphatase activity`GO:0051019^molecular_function^mitogen-activated protein kinase binding`GO:0004721^molecular_function^phosphoprotein phosphatase activity`GO:0004725^molecular_function^protein tyrosine phosphatase activity`GO:0008330^molecular_function^protein tyrosine/threonine phosphatase activity`GO:0000188^biological_process^inactivation of MAPK activity`GO:0035970^biological_process^peptidyl-threonine dephosphorylation`GO:0035335^biological_process^peptidyl-tyrosine dephosphorylation`GO:0006470^biological_process^protein dephosphorylation`GO:0072718^biological_process^response to cisplatin`GO:0030587^biological_process^sorocarp development	GO:0005737^cellular_component^cytoplasm`GO:0017017^molecular_function^MAP kinase tyrosine/serine/threonine phosphatase activity`GO:0051019^molecular_function^mitogen-activated protein kinase binding`GO:0004721^molecular_function^phosphoprotein phosphatase activity`GO:0004725^molecular_function^protein tyrosine phosphatase activity`GO:0008330^molecular_function^protein tyrosine/threonine phosphatase activity`GO:0000188^biological_process^inactivation of MAPK activity`GO:0035970^biological_process^peptidyl-threonine dephosphorylation`GO:0035335^biological_process^peptidyl-tyrosine dephosphorylation`GO:0006470^biological_process^protein dephosphorylation`GO:0072718^biological_process^response to cisplatin`GO:0030587^biological_process^sorocarp development	GO:0008138^molecular_function^protein tyrosine/serine/threonine phosphatase activity`GO:0016311^biological_process^dephosphorylation	RPACG00000025139.1	DUAL-SPECIFICITY PROTEIN PHOSPHATASE SDP1-RELATED	K18047
OG0011873							
OG0011873							
OG0011873							
OG0011873	capitella			\tCapteT220635		
OG0011873	lamellibrachia	.	.	.	FUN_006557-T1	SUBFAMILY NOT NAMED	
OG0011873	riftia	.	.	.	RPACG00000018107.1	SUBFAMILY NOT NAMED	
OG0011920							
OG0011920	capitella			\tCapteT218862		
OG0011920	lamellibrachia	.	.	.	FUN_034811-T1	NO HIT
OG0011920	osedax	.	.	.	OFRAG00000004951.1	NO HIT
OG0011920	paraescarpia	
OG0011920	riftia	.	.	.	RPACG00000024966.2	NO HIT
OG0011959							
OG0011959	capitella			\tCapteT203847	K04355	
OG0011959	lamellibrachia	GO:0005576^cellular_component^extracellular region`GO:0008083^molecular_function^growth factor activity`GO:0008191^molecular_function^metalloendopeptidase inhibitor activity	GO:0005576^cellular_component^extracellular region`GO:0008083^molecular_function^growth factor activity`GO:0008191^molecular_function^metalloendopeptidase inhibitor activity	GO:0005102^molecular_function^signaling receptor binding	FUN_002393-T1	NERVE GROWTH FACTOR NGF -RELATED	K04355
OG0011959	osedax	.	.	GO:0005102^molecular_function^signaling receptor binding	OFRAG00000002569.1	NERVE GROWTH FACTOR NGF -RELATED	K04355
OG0011959	paraescarpia	
OG0011959	riftia	.	.	.	RPACG00000013056.1	NEUROTROPHIN 1	K04355
OG0011961							
OG0011961							
OG0011961							
OG0011961							
OG0011961	capitella			\tCapteT128664	K19511	
OG0011961	capitella			\tCapteT143934	K19511	
OG0011961	riftia	GO:0005604^cellular_component^basement membrane`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0020037^molecular_function^heme binding`GO:0046872^molecular_function^metal ion binding`GO:0004601^molecular_function^peroxidase activity`GO:0010172^biological_process^embryonic body morphogenesis`GO:0042744^biological_process^hydrogen peroxide catabolic process`GO:0016203^biological_process^muscle attachment`GO:1902669^biological_process^positive regulation of axon guidance`GO:0048679^biological_process^regulation of axon regeneration`GO:0006979^biological_process^response to oxidative stress	GO:0005604^cellular_component^basement membrane`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0020037^molecular_function^heme binding`GO:0046872^molecular_function^metal ion binding`GO:0004601^molecular_function^peroxidase activity`GO:0010172^biological_process^embryonic body morphogenesis`GO:0042744^biological_process^hydrogen peroxide catabolic process`GO:0016203^biological_process^muscle attachment`GO:1902669^biological_process^positive regulation of axon guidance`GO:0048679^biological_process^regulation of axon regeneration`GO:0006979^biological_process^response to oxidative stress	.	RPACG00000004032.1	LD42267P	K19511
OG0011979							
OG0011979							
OG0011979	capitella			\tCapteT228505		
OG0011979	lamellibrachia	.	.	.	FUN_039784-T1	SIMILAR TO NOVEL PROTEIN	
OG0011979	owenia	.	.	.	OFUSG25443.1	SIMILAR TO NOVEL PROTEIN	
OG0011979	riftia	.	.	.	RPACG00000008525.1	SIMILAR TO NOVEL PROTEIN	
OG0011984							
OG0011984							
OG0011984							
OG0011984							
OG0011984	lamellibrachia	.	.	.	FUN_000909-T1	TRANSPOSASE-RELATED	
OG0011984	lamellibrachia	.	.	.	FUN_008341-T1	FINGER PROTEIN PUTATIVE-RELATED	
OG0011984	lamellibrachia	.	.	.	FUN_011709-T1	SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED	
OG0011984	lamellibrachia	.	.	.	FUN_013875-T1	NO HIT
OG0011984	lamellibrachia	.	.	.	FUN_014620-T1	SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED	
OG0011984	lamellibrachia	.	.	.	FUN_014829-T1	SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED	
OG0011984	lamellibrachia	.	.	.	FUN_015411-T1	SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED	
OG0011984	lamellibrachia	.	.	.	FUN_022010-T1	SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED	
OG0011984	lamellibrachia	.	.	.	FUN_022569-T1	SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED	
OG0011984	lamellibrachia	.	.	.	FUN_035086-T1	SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED	
OG0011984	riftia	.	.	.	RPACG00000024332.1	ZGC:161969	
OG0012075							
OG0012075							
OG0012075	lamellibrachia	GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0033018^cellular_component^sarcoplasmic reticulum lumen`GO:0033017^cellular_component^sarcoplasmic reticulum membrane`GO:0005525^molecular_function^GTP binding`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport`GO:0014873^biological_process^response to muscle activity involved in regulation of muscle adaptation`GO:0002115^biological_process^store-operated calcium entry	GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0033018^cellular_component^sarcoplasmic reticulum lumen`GO:0033017^cellular_component^sarcoplasmic reticulum membrane`GO:0005525^molecular_function^GTP binding`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport`GO:0014873^biological_process^response to muscle activity involved in regulation of muscle adaptation`GO:0002115^biological_process^store-operated calcium entry	GO:0005525^molecular_function^GTP binding	FUN_031870-T1	SARCALUMENIN	
OG0012075	owenia	GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0033018^cellular_component^sarcoplasmic reticulum lumen`GO:0005525^molecular_function^GTP binding`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport`GO:0014873^biological_process^response to muscle activity involved in regulation of muscle adaptation`GO:0002115^biological_process^store-operated calcium entry	GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0033018^cellular_component^sarcoplasmic reticulum lumen`GO:0005525^molecular_function^GTP binding`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport`GO:0014873^biological_process^response to muscle activity involved in regulation of muscle adaptation`GO:0002115^biological_process^store-operated calcium entry	GO:0005525^molecular_function^GTP binding	OFUSG01951.1	SARCALUMENIN	K04307
OG0012075	paraescarpia	
OG0012075	riftia	GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0033018^cellular_component^sarcoplasmic reticulum lumen`GO:0033017^cellular_component^sarcoplasmic reticulum membrane`GO:0005525^molecular_function^GTP binding`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport	GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0033018^cellular_component^sarcoplasmic reticulum lumen`GO:0033017^cellular_component^sarcoplasmic reticulum membrane`GO:0005525^molecular_function^GTP binding`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport	GO:0005525^molecular_function^GTP binding	RPACG00000004131.1	SARCALUMENIN	
OG0012095							
OG0012095							
OG0012095							
OG0012095	lamellibrachia	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	FUN_000685-T1	OVOCHYMASE-2	K01362
OG0012095	lamellibrachia	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	FUN_000690-T1	COMPLEMENT COMPONENT 1 S SUBCOMPONENT-RELATED	K09634
OG0012095	lamellibrachia	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	FUN_010856-T1	OVOCHYMASE-2	K01362
OG0012095	lamellibrachia	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	FUN_012092-T1	OVOCHYMASE-2	K01362
OG0012095	lamellibrachia	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	FUN_021586-T1	COMPLEMENT COMPONENT 1 S SUBCOMPONENT-RELATED	K20111
OG0012095	lamellibrachia	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	FUN_021590-T1	OVOCHYMASE-2	K20111
OG0012095	lamellibrachia	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	FUN_021835-T1	ELASTASE 2-LIKE	K09640
OG0012095	lamellibrachia	GO:0005615^cellular_component^extracellular space`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0007586^biological_process^digestion	GO:0005615^cellular_component^extracellular space`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0007586^biological_process^digestion	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	FUN_012015-T1	COMPLEMENT COMPONENT 1 S SUBCOMPONENT-RELATED	K20111
OG0012095	lamellibrachia	GO:0005615^cellular_component^extracellular space`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0007586^biological_process^digestion	GO:0005615^cellular_component^extracellular space`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0007586^biological_process^digestion	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	FUN_012017-T1	COMPLEMENT COMPONENT 1 S SUBCOMPONENT-RELATED	
OG0012095	paraescarpia	
OG0012095	riftia	GO:0005576^cellular_component^extracellular region`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0005576^cellular_component^extracellular region`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	RPACG00000003970.1	OVOCHYMASE-2	K20111
OG0012095	riftia	GO:0006033^biological_process^chitin localization`GO:0030198^biological_process^extracellular matrix organization	GO:0006033^biological_process^chitin localization`GO:0030198^biological_process^extracellular matrix organization	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	RPACG00000003966.1	CUBILIN (INTRINSIC FACTOR-COBALAMIN RECEPTOR)	K01362
